CustomerID,CustomerSegment,AcquisitionChannel,TenureMonths,SupportCalls,TotalSpend_USD,ChurnStatus
CUST_00078,Premium,Google Search,28,2,2384.51,0
CUST_00079,Standard,Google Search,36,5,1732.29,0
CUST_00080,Premium,Google Search,39,2,3320.03,0
CUST_00081,Premium,Facebook Ads,18,4,4243.23,0
CUST_00082,Standard,Google Search,30,2,961.59,1
CUST_00083,Basic,Email Marketing,35,0,1457.82,0
CUST_00084,Basic,Email Marketing,10,5,100.98,1
CUST_00085,Standard,Organic,22,0,862.58,0
CUST_00086,Standard,Google Search,11,3,1127.24,0
CUST_00087,Standard,Email Marketing,30,5,3216.93,0
CUST_00088,Basic,Email Marketing,6,3,3364.88,0
CUST_00089,Basic,Google Search,8,2,1035.52,0
CUST_00090,Standard,Facebook Ads,36,2,2969.64,0
CUST_00091,Standard,Email Marketing,1,7,2416.43,0
CUST_00092,Premium,Facebook Ads,10,3,4368.07,0
CUST_00093,Basic,Organic,17,1,2155.3,0
CUST_00094,Basic,Facebook Ads,18,4,311.95,0
CUST_00095,Basic,Facebook Ads,25,7,264.67,1
CUST_00096,Premium,Facebook Ads,26,1,881.56,0
CUST_00097,Premium,Facebook Ads,47,5,3269.98,0
CUST_00098,Standard,Google Search,26,3,2386.28,0
CUST_00099,Basic,Google Search,29,3,3494.23,0
CUST_00100,Premium,Email Marketing,14,6,3326.54,0
CUST_00101,Basic,Organic,18,6,352.27,1
CUST_00102,Premium,Facebook Ads,37,5,3655.4,0
CUST_00103,Premium,Facebook Ads,27,6,4397.47,0
CUST_00104,Premium,Organic,24,1,1260.77,0
CUST_00105,Basic,Facebook Ads,29,0,1697.16,0
CUST_00106,Basic,Facebook Ads,13,7,66.46,1
CUST_00107,Premium,Organic,40,0,2200.52,0
CUST_00108,Premium,Google Search,32,0,2506.27,0
CUST_00109,Premium,Facebook Ads,27,6,2568.09,0
CUST_00110,Premium,Google Search,33,5,1889.26,0
CUST_00111,Premium,Organic,5,2,4417.21,0
CUST_00112,Standard,Google Search,44,5,914.32,0
CUST_00113,Premium,Email Marketing,41,6,3068.13,0
CUST_00114,Basic,Facebook Ads,42,4,1185.27,0
CUST_00115,Basic,Google Search,20,0,4380.11,0
CUST_00116,Basic,Facebook Ads,16,7,312.67,1
CUST_00117,Standard,Facebook Ads,5,2,167.3,0
CUST_00118,Premium,Email Marketing,39,4,4275.54,0
CUST_00119,Premium,Facebook Ads,15,5,2080.71,1
CUST_00120,Standard,Organic,17,7,3367.39,0
CUST_00121,Premium,Facebook Ads,40,0,1039.91,0
CUST_00122,Standard,Google Search,45,5,871.57,0
CUST_00123,Basic,Email Marketing,14,4,4117.09,0
CUST_00124,Standard,Google Search,12,4,312.9,0
CUST_00125,Standard,Google Search,29,6,2918.19,0
CUST_00126,Basic,Organic,36,4,3788.42,0
CUST_00127,Basic,Organic,43,5,341.09,1
CUST_00128,Standard,Email Marketing,25,5,3865.51,0
CUST_00129,Basic,Facebook Ads,7,3,1086.58,0
CUST_00130,Premium,Email Marketing,33,3,1776.88,0
CUST_00131,Standard,Facebook Ads,30,5,2916.26,0
CUST_00132,Standard,Organic,1,1,4023.73,0
CUST_00133,Standard,Facebook Ads,42,1,3746.29,0
CUST_00134,Standard,Google Search,8,1,1656.98,0
CUST_00135,Premium,Email Marketing,9,1,239.58,0
CUST_00136,Standard,Facebook Ads,29,7,1679.23,0
CUST_00137,Basic,Facebook Ads,17,3,1997.06,0
CUST_00138,Basic,Organic,17,6,325.06,1
CUST_00139,Standard,Facebook Ads,37,4,1538.35,0
CUST_00140,Basic,Google Search,34,6,138.57,1
CUST_00141,Standard,Organic,14,7,858.97,0
CUST_00142,Premium,Google Search,1,3,2763.78,0
CUST_00143,Basic,Facebook Ads,43,5,192.1,1
CUST_00144,Premium,Organic,28,7,2691.93,0
CUST_00145,Standard,Organic,17,7,193.59,0
CUST_00146,Basic,Organic,35,0,655.28,0
CUST_00147,Basic,Organic,1,3,1099.53,1
CUST_00148,Basic,Email Marketing,7,0,1407.53,0
CUST_00149,Premium,Facebook Ads,5,6,310.05,0
CUST_00150,Standard,Email Marketing,24,7,977.24,1
CUST_00151,Basic,Google Search,39,6,300.55,1
CUST_00152,Standard,Email Marketing,41,2,3562.24,0
CUST_00153,Standard,Google Search,18,7,2428.81,0
CUST_00154,Basic,Organic,2,1,990.95,0
CUST_00155,Premium,Organic,37,1,1352.56,0
CUST_00156,Basic,Facebook Ads,35,1,3150.2,0
CUST_00157,Premium,Google Search,10,3,2552.48,0
CUST_00158,Standard,Organic,13,3,3456.27,0
CUST_00159,Basic,Google Search,40,4,3622.68,0
CUST_00160,Premium,Organic,31,0,4139.62,0
CUST_00161,Basic,Facebook Ads,14,4,687.43,0
CUST_00162,Standard,Organic,20,2,4375.57,0
CUST_00163,Standard,Email Marketing,6,3,NaN,0
CUST_00164,Premium,Facebook Ads,41,5,557.94,0
CUST_00165,Standard,Google Search,3,5,3812.53,0
CUST_00166,Basic,Email Marketing,4,5,355.83,1
CUST_00167,Basic,Organic,26,1,2918.66,0
CUST_00168,Basic,Facebook Ads,42,0,2204.99,0
CUST_00169,Basic,Organic,8,4,662.59,0
CUST_00170,Premium,Email Marketing,44,0,677.47,0
CUST_00171,Standard,Google Search,13,4,930.22,0
CUST_00172,Basic,Email Marketing,13,1,1874.96,0
CUST_00173,Basic,Email Marketing,17,5,392.45,1
CUST_00174,Standard,Facebook Ads,13,4,961.84,0
CUST_00175,Standard,Email Marketing,30,7,336.69,0
CUST_00176,Standard,Facebook Ads,41,0,1350.09,0
CUST_00177,Premium,Email Marketing,34,6,3389.62,0
CUST_00178,Premium,Facebook Ads,34,2,1225.08,0
CUST_00179,Premium,Organic,40,4,208.83,0
CUST_00180,Standard,Organic,30,1,3485.51,0
CUST_00181,Premium,Email Marketing,6,5,NaN,0
CUST_00182,Premium,Facebook Ads,2,0,2874.38,0
CUST_00183,Premium,Facebook Ads,29,0,1014.57,0
CUST_00184,Premium,Facebook Ads,24,7,293.03,1
CUST_00185,Standard,Facebook Ads,27,6,3862.95,0
CUST_00186,Premium,Facebook Ads,1,2,273.72,0
CUST_00187,Standard,Facebook Ads,41,3,164.99,1
CUST_00188,Standard,Facebook Ads,28,7,578.83,0
CUST_00189,Premium,Facebook Ads,9,6,2065.72,0
CUST_00190,Basic,Email Marketing,31,0,3914.96,0
CUST_00191,Basic,Google Search,14,1,3346.11,0
CUST_00192,Premium,Email Marketing,44,1,2378.08,0
CUST_00193,Basic,Facebook Ads,19,7,373.78,1
CUST_00194,Standard,Organic,4,6,1869.41,0
CUST_00195,Standard,Email Marketing,34,2,4445.31,0
CUST_00196,Basic,Facebook Ads,9,4,666.17,0
CUST_00197,Basic,Google Search,25,4,1125.21,0
CUST_00198,Premium,Google Search,37,0,4470.56,0
CUST_00199,Basic,Google Search,46,4,821.39,0
CUST_00200,Premium,Google Search,30,0,3561.33,0
CUST_00201,Premium,Email Marketing,4,1,2509.58,0
CUST_00202,Standard,Facebook Ads,21,1,2162.14,0
CUST_00203,Basic,Google Search,22,2,1820.84,0
CUST_00204,Premium,Email Marketing,34,2,4131.74,0
CUST_00205,Premium,Email Marketing,41,1,910.61,0
CUST_00206,Standard,Facebook Ads,2,2,707.28,0
CUST_00207,Standard,Organic,14,4,1113.34,0
CUST_00208,Standard,Facebook Ads,5,3,3930.39,0
CUST_00209,Premium,Email Marketing,13,7,4352.65,0
CUST_00210,Premium,Facebook Ads,11,4,1134.97,0
CUST_00211,Standard,Facebook Ads,39,6,4416.21,1
CUST_00212,Premium,Email Marketing,5,0,995.86,0
CUST_00213,Premium,Google Search,7,5,3813.73,1
CUST_00214,Standard,Google Search,39,4,3721.91,0
CUST_00215,Basic,Facebook Ads,34,2,3679.16,0
CUST_00216,Premium,Organic,9,1,4084.14,0
CUST_00217,Basic,Email Marketing,14,7,327.58,0
CUST_00218,Premium,Organic,46,0,1714.2,0
CUST_00219,Basic,Organic,19,2,1263.43,0
CUST_00220,Premium,Google Search,40,7,1500.35,0
CUST_00221,Standard,Email Marketing,6,3,2817.33,0
CUST_00222,Premium,Organic,37,6,1735.59,0
CUST_00223,Standard,Organic,45,3,1143.0,0
CUST_00224,Basic,Google Search,25,7,212.62,1
CUST_00225,Standard,Organic,19,6,3755.07,0
CUST_00226,Standard,Google Search,2,5,1964.5,0
CUST_00227,Standard,Email Marketing,44,0,2226.73,0
CUST_00228,Premium,Email Marketing,47,4,2526.12,0
CUST_00229,Premium,Email Marketing,11,2,297.42,0
CUST_00230,Standard,Google Search,47,7,534.7,1
CUST_00231,Standard,Email Marketing,43,0,278.11,0
CUST_00232,Premium,Email Marketing,2,1,2883.81,0
CUST_00233,Basic,Organic,20,2,4453.06,0
CUST_00234,Premium,Organic,18,3,422.74,0
CUST_00235,Standard,Organic,14,2,2882.01,0
CUST_00236,Standard,Google Search,6,4,548.95,0
CUST_00237,Standard,Organic,29,6,2060.59,0
CUST_00238,Basic,Facebook Ads,14,3,882.14,0
CUST_00239,Standard,Google Search,11,7,3783.42,0
CUST_00240,Premium,Organic,48,7,544.99,0
CUST_00241,Basic,Organic,10,2,393.7,0
CUST_00242,Standard,Google Search,31,1,2270.74,0
CUST_00243,Premium,Email Marketing,47,4,1518.35,0
CUST_00244,Basic,Organic,27,0,3752.31,0
CUST_00245,Basic,Organic,22,0,271.63,0
CUST_00246,Standard,Facebook Ads,1,1,1050.66,0
CUST_00247,Premium,Organic,44,0,2560.88,0
CUST_00248,Premium,Organic,42,6,430.47,0
CUST_00249,Basic,Organic,46,4,4233.73,0
CUST_00250,Standard,Email Marketing,23,3,2839.39,0
CUST_00251,Premium,Organic,19,0,3863.27,0
CUST_00252,Premium,Facebook Ads,19,5,1235.81,1
CUST_00253,Basic,Google Search,14,6,276.01,1
CUST_00254,Premium,Email Marketing,34,5,4038.43,0
CUST_00255,Basic,Facebook Ads,22,4,4431.99,0
CUST_00256,Basic,Organic,28,2,3434.8,0
CUST_00257,Standard,Facebook Ads,34,6,3217.43,0
CUST_00258,Premium,Organic,32,5,249.87,0
CUST_00259,Standard,Facebook Ads,42,4,3006.13,0
CUST_00260,Premium,Organic,15,0,2289.58,0
CUST_00261,Basic,Email Marketing,42,1,2488.58,0
CUST_00262,Premium,Email Marketing,5,3,2982.98,0
CUST_00263,Standard,Organic,28,3,605.48,0
CUST_00264,Standard,Organic,47,6,4446.92,0
CUST_00265,Standard,Email Marketing,29,1,4147.23,0
CUST_00266,Standard,Organic,5,2,3919.85,0
CUST_00267,Basic,Organic,36,5,94.91,0
CUST_00268,Premium,Organic,41,7,3470.07,0
CUST_00269,Standard,Email Marketing,34,7,2375.73,0
CUST_00270,Basic,Facebook Ads,32,7,239.35,0
CUST_00271,Standard,Email Marketing,1,5,1713.56,0
CUST_00272,Basic,Email Marketing,32,0,2502.04,0
CUST_00273,Standard,Google Search,17,4,3974.72,0
CUST_00274,Premium,Email Marketing,41,4,NaN,0
CUST_00275,Standard,Google Search,9,0,1039.56,0
CUST_00276,Premium,Email Marketing,32,7,2354.06,0
CUST_00277,Standard,Facebook Ads,2,1,4396.89,0
CUST_00278,Basic,Google Search,48,3,761.53,0
CUST_00279,Standard,Facebook Ads,47,4,1070.46,0
CUST_00280,Standard,Email Marketing,13,6,1909.95,0
CUST_00281,Standard,Facebook Ads,20,7,1000.0,0
CUST_00282,Standard,Google Search,36,7,2232.32,0
CUST_00283,Premium,Organic,15,0,2635.43,0
CUST_00284,Premium,Facebook Ads,20,3,1006.33,0
CUST_00285,Premium,Facebook Ads,41,4,3176.62,0
CUST_00286,Standard,Facebook Ads,21,6,1866.9,0
CUST_00287,Standard,Google Search,2,4,2912.72,0
CUST_00288,Basic,Email Marketing,12,6,366.68,1
CUST_00289,Standard,Facebook Ads,12,7,3671.11,1
CUST_00290,Standard,Organic,48,4,2018.36,0
CUST_00291,Basic,Google Search,4,0,4406.29,0
CUST_00292,Standard,Organic,24,5,2105.28,0
CUST_00293,Basic,Google Search,4,2,799.1,0
CUST_00294,Basic,Google Search,15,3,NaN,0
CUST_00295,Basic,Facebook Ads,45,6,90.02,1
CUST_00296,Standard,Google Search,22,4,2583.2,0
CUST_00297,Standard,Organic,6,5,4065.69,0
CUST_00298,Premium,Google Search,39,1,2168.18,0
CUST_00299,Basic,Google Search,45,7,124.07,1
CUST_00300,Standard,Facebook Ads,21,7,2419.75,0
CUST_00301,Basic,Google Search,48,7,192.1,1
CUST_00302,Basic,Google Search,22,7,164.1,1
CUST_00303,Premium,Facebook Ads,33,0,2625.63,0
CUST_00304,Premium,Google Search,27,4,3718.24,0
CUST_00305,Standard,Facebook Ads,18,3,669.55,0
CUST_00306,Standard,Facebook Ads,18,2,881.2,0
CUST_00307,Premium,Email Marketing,42,5,2256.41,0
CUST_00308,Premium,Email Marketing,2,5,2595.1,0
CUST_00309,Basic,Organic,35,3,2408.98,0
CUST_00310,Standard,Email Marketing,3,1,1123.49,0
CUST_00311,Standard,Facebook Ads,8,6,2740.78,0
CUST_00312,Standard,Email Marketing,39,7,4232.6,0
CUST_00313,Premium,Email Marketing,48,7,3228.26,0
CUST_00314,Premium,Google Search,25,5,4432.1,0
CUST_00315,Premium,Email Marketing,44,3,4227.65,0
CUST_00316,Standard,Organic,32,7,3045.27,0
CUST_00317,Basic,Google Search,28,6,290.05,1
CUST_00318,Standard,Email Marketing,7,1,674.28,0
CUST_00319,Standard,Google Search,4,5,1501.37,0
CUST_00320,Premium,Organic,14,2,599.08,0
CUST_00321,Basic,Organic,17,3,4439.27,0
CUST_00322,Standard,Organic,6,2,4004.04,0
CUST_00323,Basic,Organic,47,6,163.93,1
CUST_00324,Standard,Facebook Ads,4,1,756.75,0
CUST_00325,Premium,Email Marketing,39,7,1055.84,0
CUST_00326,Basic,Email Marketing,5,6,257.73,1
CUST_00327,Basic,Facebook Ads,37,4,4470.38,1
CUST_00328,Basic,Email Marketing,37,7,151.31,1
CUST_00329,Basic,Facebook Ads,3,4,2091.19,0
CUST_00330,Basic,Facebook Ads,32,2,1939.22,0
CUST_00331,Premium,Organic,14,7,4451.89,0
CUST_00332,Standard,Google Search,7,6,353.54,0
CUST_00333,Standard,Google Search,23,1,3160.05,0
CUST_00334,Standard,Email Marketing,6,3,2241.42,1
CUST_00335,Basic,Email Marketing,45,1,1877.16,0
CUST_00336,Premium,Organic,37,2,649.39,0
CUST_00337,Basic,Email Marketing,20,5,309.22,1
CUST_00338,Basic,Organic,45,5,94.67,1
CUST_00339,Basic,Organic,15,5,79.53,0
CUST_00340,Standard,Google Search,19,3,2559.26,0
CUST_00341,Basic,Google Search,39,5,184.84,0
CUST_00342,Standard,Google Search,5,0,1288.12,0
CUST_00343,Premium,Organic,31,7,1743.51,1
CUST_00344,Basic,Email Marketing,41,7,372.55,1
CUST_00345,Basic,Facebook Ads,3,1,205.68,0
CUST_00346,Premium,Google Search,4,6,1779.93,0
CUST_00347,Standard,Facebook Ads,9,3,2311.14,0
CUST_00348,Basic,Email Marketing,42,2,308.48,0
CUST_00349,Premium,Email Marketing,8,1,1293.04,0
CUST_00350,Standard,Facebook Ads,3,1,4071.71,0
CUST_00351,Standard,Email Marketing,28,1,791.25,1
CUST_00352,Basic,Google Search,46,2,2530.23,0
CUST_00353,Basic,Facebook Ads,6,4,1930.03,0
CUST_00354,Standard,Organic,45,2,1238.95,0
CUST_00355,Premium,Organic,46,6,3015.81,0
CUST_00356,Standard,Google Search,42,2,2216.08,0
CUST_00357,Premium,Google Search,35,5,623.24,0
CUST_00358,Basic,Google Search,19,4,845.95,0
CUST_00359,Premium,Organic,31,7,815.34,1
CUST_00360,Premium,Organic,29,6,679.08,0
CUST_00361,Basic,Organic,24,2,4443.47,0
CUST_00362,Premium,Email Marketing,33,7,3164.62,0
CUST_00363,Basic,Organic,27,7,114.2,0
CUST_00364,Premium,Facebook Ads,47,1,4026.79,0
CUST_00365,Standard,Organic,41,1,2863.31,0
CUST_00366,Premium,Google Search,48,4,1108.7,0
CUST_00367,Basic,Facebook Ads,38,0,2277.56,1
CUST_00368,Basic,Google Search,3,4,3840.56,0
CUST_00369,Premium,Facebook Ads,23,3,1621.47,0
CUST_00370,Basic,Email Marketing,21,2,405.47,0
CUST_00371,Premium,Facebook Ads,13,4,292.0,0
CUST_00372,Standard,Email Marketing,30,0,1608.71,0
CUST_00373,Basic,Facebook Ads,4,1,4477.42,1
CUST_00374,Premium,Facebook Ads,32,0,3440.47,0
CUST_00375,Standard,Google Search,32,1,206.81,0
CUST_00376,Standard,Google Search,9,4,3347.11,0
CUST_00377,Premium,Organic,24,2,2622.63,0
CUST_00378,Premium,Facebook Ads,1,2,2008.7,0
CUST_00379,Basic,Email Marketing,39,5,271.4,1
CUST_00380,Premium,Google Search,12,4,2772.6,0
CUST_00381,Basic,Email Marketing,43,7,250.78,1
CUST_00382,Standard,Organic,16,2,632.64,1
CUST_00383,Premium,Organic,32,5,3612.61,0
CUST_00384,Basic,Google Search,3,3,1409.97,0
CUST_00385,Standard,Organic,3,7,2186.56,0
CUST_00386,Premium,Organic,8,4,3351.35,0
CUST_00387,Basic,Facebook Ads,3,3,3325.23,0
CUST_00388,Premium,Google Search,36,0,2448.11,0
CUST_00389,Basic,Facebook Ads,16,6,351.51,1
CUST_00390,Premium,Email Marketing,33,5,3324.62,0
CUST_00391,Premium,Organic,7,6,3593.38,0
CUST_00392,Standard,Facebook Ads,22,2,1924.36,0
CUST_00393,Premium,Email Marketing,37,6,1701.99,0
CUST_00394,Standard,Email Marketing,34,5,3709.6,0
CUST_00395,Standard,Organic,24,6,332.68,0
CUST_00396,Standard,Facebook Ads,11,3,2288.5,0
CUST_00397,Basic,Facebook Ads,16,1,2251.05,0
CUST_00398,Standard,Google Search,17,1,2528.76,0
CUST_00399,Premium,Google Search,34,5,4164.9,0
CUST_00400,Basic,Google Search,46,2,761.43,0
CUST_00401,Basic,Organic,7,1,NaN,0
CUST_00402,Standard,Organic,10,1,4102.32,0
CUST_00403,Basic,Email Marketing,7,3,1372.09,0
CUST_00404,Basic,Organic,46,6,168.6,1
CUST_00405,Premium,Organic,21,4,2545.72,0
CUST_00406,Basic,Google Search,9,3,2909.46,0
CUST_00407,Premium,Organic,34,6,3301.44,0
CUST_00408,Premium,Email Marketing,5,3,1719.88,0
CUST_00409,Standard,Email Marketing,15,6,3388.14,0
CUST_00410,Premium,Email Marketing,20,1,2171.42,0
CUST_00411,Basic,Organic,10,6,344.7,1
CUST_00412,Premium,Google Search,2,6,3027.66,1
CUST_00413,Premium,Facebook Ads,1,5,3160.07,0
CUST_00414,Standard,Organic,8,4,3320.73,0
CUST_00415,Premium,Organic,6,0,2595.55,0
CUST_00416,Standard,Organic,43,6,234.25,0
CUST_00417,Standard,Email Marketing,30,3,620.6,0
CUST_00418,Basic,Facebook Ads,18,5,129.56,1
CUST_00419,Basic,Google Search,6,1,NaN,0
CUST_00420,Standard,Google Search,1,4,874.34,1
CUST_00421,Basic,Facebook Ads,5,1,727.85,0
CUST_00422,Basic,Email Marketing,41,4,2336.05,0
CUST_00423,Standard,Facebook Ads,36,6,4457.56,0
CUST_00424,Basic,Organic,39,6,254.47,1
CUST_00425,Standard,Facebook Ads,39,7,2698.37,0
CUST_00426,Standard,Organic,39,6,4173.53,0
CUST_00427,Standard,Facebook Ads,37,5,2324.08,0
CUST_00428,Standard,Organic,13,1,3786.05,0
CUST_00429,Standard,Email Marketing,2,4,411.41,0
CUST_00430,Standard,Email Marketing,48,1,4423.46,0
CUST_00431,Standard,Email Marketing,18,3,3672.28,0
CUST_00432,Premium,Google Search,32,0,1932.52,0
CUST_00433,Premium,Google Search,48,2,2320.59,0
CUST_00434,Standard,Google Search,43,2,4198.34,0
CUST_00435,Standard,Email Marketing,31,0,1173.46,0
CUST_00436,Premium,Organic,32,5,1560.75,1
CUST_00437,Basic,Organic,1,7,129.99,1
CUST_00438,Premium,Facebook Ads,8,3,4059.16,0
CUST_00439,Premium,Organic,32,4,3799.6,0
CUST_00440,Standard,Google Search,8,4,2723.31,0
CUST_00441,Premium,Organic,44,2,3969.72,1
CUST_00442,Premium,Email Marketing,44,3,1712.26,0
CUST_00443,Premium,Facebook Ads,11,1,3600.28,0
CUST_00444,Standard,Google Search,31,0,553.48,0
CUST_00445,Standard,Organic,28,5,591.83,0
CUST_00446,Standard,Facebook Ads,34,1,2161.25,0
CUST_00447,Premium,Organic,21,4,2392.36,0
CUST_00448,Basic,Google Search,48,2,3556.08,0
CUST_00449,Basic,Organic,21,6,163.51,1
CUST_00450,Standard,Google Search,21,3,NaN,0
CUST_00451,Basic,Organic,42,1,763.69,0
CUST_00452,Standard,Organic,21,6,1635.04,0
CUST_00453,Premium,Google Search,41,2,2391.25,0
CUST_00454,Basic,Organic,4,1,910.29,0
CUST_00455,Standard,Facebook Ads,30,3,229.75,0
CUST_00456,Premium,Facebook Ads,13,5,2639.94,0
CUST_00457,Standard,Facebook Ads,35,4,1701.25,0
CUST_00458,Basic,Facebook Ads,33,4,582.06,0
CUST_00459,Standard,Facebook Ads,46,3,4222.54,1
CUST_00460,Standard,Organic,26,0,1437.0,0
CUST_00461,Premium,Email Marketing,36,4,316.09,0
CUST_00462,Standard,Email Marketing,4,6,1756.76,0
CUST_00463,Premium,Organic,16,1,3579.95,0
CUST_00464,Basic,Facebook Ads,8,5,68.42,1
CUST_00465,Premium,Google Search,7,1,619.75,0
CUST_00466,Standard,Email Marketing,7,1,2041.49,0
CUST_00467,Basic,Email Marketing,40,4,1034.07,0
CUST_00468,Standard,Organic,41,3,NaN,0
CUST_00469,Premium,Facebook Ads,7,3,2610.04,0
CUST_00470,Premium,Google Search,41,5,3832.84,1
CUST_00471,Basic,Google Search,42,2,4110.78,0
CUST_00472,Basic,Email Marketing,36,7,373.44,1
CUST_00473,Premium,Email Marketing,26,1,1224.09,0
CUST_00474,Basic,Organic,8,6,172.68,1
CUST_00475,Standard,Email Marketing,44,6,2960.74,0
CUST_00476,Standard,Facebook Ads,2,2,3395.54,0
CUST_00477,Basic,Facebook Ads,42,6,131.22,1
CUST_00478,Standard,Google Search,13,2,2666.43,0
CUST_00479,Standard,Organic,8,7,1205.05,0
CUST_00480,Basic,Google Search,1,7,93.2,1
CUST_00481,Premium,Email Marketing,1,3,3525.86,0
CUST_00482,Premium,Email Marketing,27,4,513.2,0
CUST_00483,Premium,Email Marketing,48,3,1613.63,0
CUST_00484,Basic,Email Marketing,11,1,3034.42,0
CUST_00485,Basic,Facebook Ads,9,7,286.12,1
CUST_00486,Premium,Facebook Ads,11,2,3496.28,0
CUST_00487,Basic,Organic,6,0,2405.68,0
CUST_00488,Basic,Organic,44,3,3093.52,0
CUST_00489,Premium,Organic,27,5,794.69,0
CUST_00490,Premium,Email Marketing,15,1,2570.62,0
CUST_00491,Standard,Organic,11,4,2726.09,0
CUST_00492,Basic,Facebook Ads,47,1,4332.31,0
CUST_00493,Basic,Email Marketing,43,7,90.82,1
CUST_00494,Standard,Google Search,24,6,3697.85,0
CUST_00495,Standard,Organic,24,6,950.98,0
CUST_00496,Premium,Email Marketing,17,5,3695.55,0
CUST_00497,Premium,Google Search,22,3,2522.85,0
CUST_00498,Standard,Google Search,33,6,1311.1,0
CUST_00499,Basic,Organic,12,7,129.95,1
CUST_00500,Basic,Facebook Ads,11,2,2809.56,0
CUST_00501,Basic,Email Marketing,36,1,1545.43,0
